IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_017410	
IDS_PROPITEM_TXT_017411	操偶师的布勒迪靴子(女)
IDS_PROPITEM_TXT_017412	
IDS_PROPITEM_TXT_017413	操偶师的布勒迪手套(女)
IDS_PROPITEM_TXT_017414	
IDS_PROPITEM_TXT_017415	操偶师的布勒迪帽子(女)
IDS_PROPITEM_TXT_017416	
IDS_PROPITEM_TXT_017417	操偶师的布勒迪衣服(女)
IDS_PROPITEM_TXT_017418	
IDS_PROPITEM_TXT_017419	骑士的布勒迪靴子(女)
IDS_PROPITEM_TXT_017420	
IDS_PROPITEM_TXT_017421	骑士的布勒迪手套(女)
IDS_PROPITEM_TXT_017422	
IDS_PROPITEM_TXT_017423	骑士的布勒迪帽子(女)
IDS_PROPITEM_TXT_017424	
IDS_PROPITEM_TXT_017425	骑士的布勒迪衣服(女)
IDS_PROPITEM_TXT_017426	
IDS_PROPITEM_TXT_017427	念力师的布勒迪靴子(女)
IDS_PROPITEM_TXT_017428	
IDS_PROPITEM_TXT_017429	念力师的布勒迪手套(女)
IDS_PROPITEM_TXT_017430	
IDS_PROPITEM_TXT_017431	念力师的布勒迪帽子(女)
IDS_PROPITEM_TXT_017432	
IDS_PROPITEM_TXT_017433	念力师的布勒迪衣服(女)
IDS_PROPITEM_TXT_017434	
IDS_PROPITEM_TXT_017435	浪人的布勒迪靴子(女)
IDS_PROPITEM_TXT_017436	
IDS_PROPITEM_TXT_017437	浪人的布勒迪手套(女)
IDS_PROPITEM_TXT_017438	
IDS_PROPITEM_TXT_017439	浪人的布勒迪帽子(女)
IDS_PROPITEM_TXT_017440	
IDS_PROPITEM_TXT_017441	浪人的布勒迪帽子(女)
IDS_PROPITEM_TXT_017442	
IDS_PROPITEM_TXT_017443	守护者的布勒迪手套(女)
IDS_PROPITEM_TXT_017444	
IDS_PROPITEM_TXT_017445	守护者的布勒迪手套(女)
IDS_PROPITEM_TXT_017446	
IDS_PROPITEM_TXT_017447	守护者的布勒迪帽子(女)
IDS_PROPITEM_TXT_017448	
IDS_PROPITEM_TXT_017449	守护者的布勒迪衣服(女)
IDS_PROPITEM_TXT_017450	
IDS_PROPITEM_TXT_017451	爆咒师的布勒迪靴子(男)
IDS_PROPITEM_TXT_017452	
IDS_PROPITEM_TXT_017453	爆咒师的布勒迪手套(男)
IDS_PROPITEM_TXT_017454	
IDS_PROPITEM_TXT_017455	爆咒师的布勒迪帽子(男)
IDS_PROPITEM_TXT_017456	
IDS_PROPITEM_TXT_017457	爆咒师的布勒迪衣服(男)
IDS_PROPITEM_TXT_017458	
IDS_PROPITEM_TXT_017459	暗杀者的布勒迪靴子(男)
IDS_PROPITEM_TXT_017460	
IDS_PROPITEM_TXT_017461	暗杀者的布勒迪手套(男)
IDS_PROPITEM_TXT_017462	
IDS_PROPITEM_TXT_017463	暗杀者的布勒迪帽子(男)
IDS_PROPITEM_TXT_017464	
IDS_PROPITEM_TXT_017465	暗杀者的布勒迪衣服(男)
IDS_PROPITEM_TXT_017466	
IDS_PROPITEM_TXT_017467	研术者的布勒迪靴子(男)
IDS_PROPITEM_TXT_017468	
IDS_PROPITEM_TXT_017469	研术者的布勒迪手套(男)
IDS_PROPITEM_TXT_017470	
IDS_PROPITEM_TXT_017471	研术者的布勒迪帽子(男)
IDS_PROPITEM_TXT_017472	
IDS_PROPITEM_TXT_017473	研术者的布勒迪衣服(男)
IDS_PROPITEM_TXT_017474	
IDS_PROPITEM_TXT_017475	操偶师的布勒迪靴子(男)
IDS_PROPITEM_TXT_017476	
IDS_PROPITEM_TXT_017477	操偶师的布勒迪手套(男)
IDS_PROPITEM_TXT_017478	
IDS_PROPITEM_TXT_017479	操偶师的布勒迪帽子(男)
IDS_PROPITEM_TXT_017480	
IDS_PROPITEM_TXT_017481	操偶师的布勒迪衣服(男)
IDS_PROPITEM_TXT_017482	
IDS_PROPITEM_TXT_017483	骑士的布勒迪靴子(男)
IDS_PROPITEM_TXT_017484	
IDS_PROPITEM_TXT_017485	骑士的布勒迪手套(男)
IDS_PROPITEM_TXT_017486	
IDS_PROPITEM_TXT_017487	骑士的布勒迪帽子(男)
IDS_PROPITEM_TXT_017488	
IDS_PROPITEM_TXT_017489	骑士的布勒迪衣服(男)
IDS_PROPITEM_TXT_017490	
IDS_PROPITEM_TXT_017491	念力师的布勒迪靴子(男)
IDS_PROPITEM_TXT_017492	
IDS_PROPITEM_TXT_017493	念力师的布勒迪手套(男)
IDS_PROPITEM_TXT_017494	
IDS_PROPITEM_TXT_017495	念力师的布勒迪帽子(男)
IDS_PROPITEM_TXT_017496	
IDS_PROPITEM_TXT_017497	念力师的布勒迪衣服(男)
IDS_PROPITEM_TXT_017498	
IDS_PROPITEM_TXT_017499	浪人的布勒迪靴子(男)
IDS_PROPITEM_TXT_017500	
IDS_PROPITEM_TXT_017501	浪人的布勒迪手套(男)
IDS_PROPITEM_TXT_017502	
IDS_PROPITEM_TXT_017503	浪人的布勒迪帽子(男)
IDS_PROPITEM_TXT_017504	
IDS_PROPITEM_TXT_017505	浪人的布勒迪衣服(男)
IDS_PROPITEM_TXT_017506	
IDS_PROPITEM_TXT_017507	守护者的布勒迪靴子(男)
IDS_PROPITEM_TXT_017508	
IDS_PROPITEM_TXT_017509	守护者的布勒迪手套(男)
IDS_PROPITEM_TXT_017510	
IDS_PROPITEM_TXT_017511	守护者的布勒迪帽子(男)
IDS_PROPITEM_TXT_017512	
IDS_PROPITEM_TXT_017513	守护者的布勒迪衣服(男)
IDS_PROPITEM_TXT_017514	
IDS_PROPITEM_TXT_017515	爆咒师的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017516	可以获得30天期间的爆咒师的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017517	暗杀者的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017518	可以获得30天期间的暗杀者的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017519	研术者的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017520	可以获得30天期间的研术者的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017521	操偶师的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017522	可以获得30天期间的操偶师的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017523	骑士的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017524	可以获得30天期间的骑士的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017525	念力师的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017526	可以获得30天期间的念力师的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017527	浪人的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017528	可以获得30天期间的浪人的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017529	守护者的布勒迪防具套装(女)(30天)
IDS_PROPITEM_TXT_017530	可以获得30天期间的守护者的布勒迪防具套装(女)。
IDS_PROPITEM_TXT_017531	爆咒师的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017532	可以获得30天期间的爆咒师的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017533	暗杀者的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017534	可以获得30天期间的暗杀者的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017535	研术者的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017536	可以获得30天期间的研术者的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017537	操偶师的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017538	可以获得30天期间的操偶师的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017539	骑士的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017540	可以获得30天期间的骑士的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017541	念力师的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017542	可以获得30天期间的念力师的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017543	浪人的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017544	可以获得30天期间的浪人的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017545	守护者的布勒迪防具套装(男)(30天)
IDS_PROPITEM_TXT_017546	可以获得30天期间的守护者的布勒迪防具套装(男)。
IDS_PROPITEM_TXT_017547	布勒迪单手剑(N)
IDS_PROPITEM_TXT_017548	
IDS_PROPITEM_TXT_017549	布勒迪双手剑(N)
IDS_PROPITEM_TXT_017550	
IDS_PROPITEM_TXT_017551	布勒迪单手斧(N)
IDS_PROPITEM_TXT_017552	
IDS_PROPITEM_TXT_017553	布勒迪双手斧(N)
IDS_PROPITEM_TXT_017554	
IDS_PROPITEM_TXT_017555	布勒迪拳套(N)
IDS_PROPITEM_TXT_017556	
IDS_PROPITEM_TXT_017557	布勒迪法棒(N)
IDS_PROPITEM_TXT_017558	
IDS_PROPITEM_TXT_017559	布勒迪法杖(N)
IDS_PROPITEM_TXT_017560	
IDS_PROPITEM_TXT_017561	布勒迪令牌(N)
IDS_PROPITEM_TXT_017562	
IDS_PROPITEM_TXT_017563	布勒迪长弓(N)
IDS_PROPITEM_TXT_017564	
IDS_PROPITEM_TXT_017565	布勒迪溜刃(N)
IDS_PROPITEM_TXT_017566	
IDS_PROPITEM_TXT_017567	骑士的布勒迪武器套装(30天)
IDS_PROPITEM_TXT_017568	可以获得能够使用30天的骑士用布勒迪武器。
IDS_PROPITEM_TXT_017569	勇者的布勒迪武器套装(30天)
IDS_PROPITEM_TXT_017570	可以获得能够使用30天的勇者用布勒迪武器。
IDS_PROPITEM_TXT_017571	杂技员的布勒迪武器套装(30天)
IDS_PROPITEM_TXT_017572	可以获得能够使用30天的杂技员用布勒迪武器。
IDS_PROPITEM_TXT_017573	神职者的布勒迪武器套装(30天)
IDS_PROPITEM_TXT_017574	可以获得能够使用30天的神职者用布勒迪武器。
IDS_PROPITEM_TXT_017575	魔法师的布勒迪武器套装(30天)
IDS_PROPITEM_TXT_017576	可以获得能够使用30天的魔法师用布勒迪武器。
IDS_PROPITEM_TXT_017577	守护者森林精灵帽子(男)
IDS_PROPITEM_TXT_017578	
IDS_PROPITEM_TXT_017579	守护者森林精灵衣服(男)
IDS_PROPITEM_TXT_017580	
IDS_PROPITEM_TXT_017581	守护者森林精灵手套(男)
IDS_PROPITEM_TXT_017582	
IDS_PROPITEM_TXT_017583	守护者森林精灵靴子(男)
IDS_PROPITEM_TXT_017584	
IDS_PROPITEM_TXT_017585	浪人森林精灵帽子(男)
IDS_PROPITEM_TXT_017586	
IDS_PROPITEM_TXT_017587	浪人森林精灵衣服(男)
IDS_PROPITEM_TXT_017588	
IDS_PROPITEM_TXT_017589	浪人森林精灵手套(男)
IDS_PROPITEM_TXT_017590	
IDS_PROPITEM_TXT_017591	浪人森林精灵靴子(男)
IDS_PROPITEM_TXT_017592	
IDS_PROPITEM_TXT_017593	念力师森林精灵帽子(男)
IDS_PROPITEM_TXT_017594	
IDS_PROPITEM_TXT_017595	念力师森林精灵衣服(男)
IDS_PROPITEM_TXT_017596	
IDS_PROPITEM_TXT_017597	念力师森林精灵手套(男)
IDS_PROPITEM_TXT_017598	
IDS_PROPITEM_TXT_017599	念力师森林精灵靴子(男)
IDS_PROPITEM_TXT_017600	
IDS_PROPITEM_TXT_017601	骑士森林精灵帽子(男)
IDS_PROPITEM_TXT_017602	
IDS_PROPITEM_TXT_017603	骑士森林精灵衣服(男)
IDS_PROPITEM_TXT_017604	
IDS_PROPITEM_TXT_017605	骑士森林精灵手套(男)
IDS_PROPITEM_TXT_017606	
IDS_PROPITEM_TXT_017607	骑士森林精灵靴子(男)
IDS_PROPITEM_TXT_017608	
IDS_PROPITEM_TXT_017609	操偶师森林精灵帽子(男)
IDS_PROPITEM_TXT_017610	
IDS_PROPITEM_TXT_017611	操偶师森林精灵衣服(男)
IDS_PROPITEM_TXT_017612	
IDS_PROPITEM_TXT_017613	操偶师森林精灵手套(男)
IDS_PROPITEM_TXT_017614	
IDS_PROPITEM_TXT_017615	操偶师森林精灵靴子(男)
IDS_PROPITEM_TXT_017616	
IDS_PROPITEM_TXT_017617	研术者森林精灵帽子(男)
IDS_PROPITEM_TXT_017618	
IDS_PROPITEM_TXT_017619	研术者森林精灵衣服(男)
IDS_PROPITEM_TXT_017620	
IDS_PROPITEM_TXT_017621	研术者森林精灵手套(男)
IDS_PROPITEM_TXT_017622	
IDS_PROPITEM_TXT_017623	研术者森林精灵靴子(男)
IDS_PROPITEM_TXT_017624	
IDS_PROPITEM_TXT_017625	暗杀者森林精灵帽子(男)
IDS_PROPITEM_TXT_017626	
IDS_PROPITEM_TXT_017627	暗杀者森林精灵衣服(男)
IDS_PROPITEM_TXT_017628	
IDS_PROPITEM_TXT_017629	暗杀者森林精灵手套(男)
IDS_PROPITEM_TXT_017630	
IDS_PROPITEM_TXT_017631	暗杀者森林精灵靴子(男)
IDS_PROPITEM_TXT_017632	
IDS_PROPITEM_TXT_017633	爆咒师森林精灵帽子(男)
IDS_PROPITEM_TXT_017634	
IDS_PROPITEM_TXT_017635	爆咒师森林精灵衣服(男)
IDS_PROPITEM_TXT_017636	
IDS_PROPITEM_TXT_017637	爆咒师森林精灵手套(男)
IDS_PROPITEM_TXT_017638	
IDS_PROPITEM_TXT_017639	爆咒师森林精灵靴子(男)
IDS_PROPITEM_TXT_017640	
IDS_PROPITEM_TXT_017641	守护者森林精灵帽子(女)
IDS_PROPITEM_TXT_017642	
IDS_PROPITEM_TXT_017643	守护者森林精灵衣服(女)
IDS_PROPITEM_TXT_017644	
IDS_PROPITEM_TXT_017645	守护者森林精灵手套(女)
IDS_PROPITEM_TXT_017646	
IDS_PROPITEM_TXT_017647	守护者森林精灵靴子(女)
IDS_PROPITEM_TXT_017648	
IDS_PROPITEM_TXT_017649	浪人森林精灵帽子(女)
IDS_PROPITEM_TXT_017650	
IDS_PROPITEM_TXT_017651	浪人森林精灵衣服(女)
IDS_PROPITEM_TXT_017652	
IDS_PROPITEM_TXT_017653	浪人森林精灵手套(女)
IDS_PROPITEM_TXT_017654	
IDS_PROPITEM_TXT_017655	浪人森林精灵靴子(女)
IDS_PROPITEM_TXT_017656	
IDS_PROPITEM_TXT_017657	念力师森林精灵帽子(女)
IDS_PROPITEM_TXT_017658	
IDS_PROPITEM_TXT_017659	念力师森林精灵衣服(女)
IDS_PROPITEM_TXT_017660	
IDS_PROPITEM_TXT_017661	念力师森林精灵手套(女)
IDS_PROPITEM_TXT_017662	
IDS_PROPITEM_TXT_017663	念力师森林精灵靴子(女)
IDS_PROPITEM_TXT_017664	
IDS_PROPITEM_TXT_017665	骑士森林精灵帽子(女)
IDS_PROPITEM_TXT_017666	
IDS_PROPITEM_TXT_017667	骑士森林精灵衣服(女)
IDS_PROPITEM_TXT_017668	
IDS_PROPITEM_TXT_017669	骑士森林精灵手套(女)
IDS_PROPITEM_TXT_017670	
IDS_PROPITEM_TXT_017671	骑士森林精灵靴子(女)
IDS_PROPITEM_TXT_017672	
IDS_PROPITEM_TXT_017673	操偶师森林精灵帽子(女)
IDS_PROPITEM_TXT_017674	
IDS_PROPITEM_TXT_017675	操偶师森林精灵衣服(女)
IDS_PROPITEM_TXT_017676	
IDS_PROPITEM_TXT_017677	操偶师森林精灵手套(女)
IDS_PROPITEM_TXT_017678	
IDS_PROPITEM_TXT_017679	操偶师森林精灵靴子(女)
IDS_PROPITEM_TXT_017680	
IDS_PROPITEM_TXT_017681	研术者森林精灵帽子(女)
IDS_PROPITEM_TXT_017682	
IDS_PROPITEM_TXT_017683	研术者森林精灵衣服(女)
IDS_PROPITEM_TXT_017684	
IDS_PROPITEM_TXT_017685	研术者森林精灵手套(女)
IDS_PROPITEM_TXT_017686	
IDS_PROPITEM_TXT_017687	研术者森林精灵靴子(女)
IDS_PROPITEM_TXT_017688	
IDS_PROPITEM_TXT_017689	暗杀者森林精灵帽子(女)
IDS_PROPITEM_TXT_017690	
IDS_PROPITEM_TXT_017691	暗杀者森林精灵衣服(女)
IDS_PROPITEM_TXT_017692	
IDS_PROPITEM_TXT_017693	暗杀者森林精灵手套(女)
IDS_PROPITEM_TXT_017694	
IDS_PROPITEM_TXT_017695	暗杀者森林精灵靴子(女)
IDS_PROPITEM_TXT_017696	
IDS_PROPITEM_TXT_017697	爆咒师森林精灵帽子(女)
IDS_PROPITEM_TXT_017698	
IDS_PROPITEM_TXT_017699	爆咒师森林精灵衣服(女)
IDS_PROPITEM_TXT_017700	
IDS_PROPITEM_TXT_017701	爆咒师森林精灵手套(女)
IDS_PROPITEM_TXT_017702	
IDS_PROPITEM_TXT_017703	爆咒师森林精灵靴子(女)
IDS_PROPITEM_TXT_017704	
IDS_PROPITEM_TXT_017705	守护者森林精灵套装(男)
IDS_PROPITEM_TXT_017706	可以获得男性守护者的防具组。
IDS_PROPITEM_TXT_017707	浪人森林精灵套装(男)
IDS_PROPITEM_TXT_017708	可以获得男性浪人的防具组。
IDS_PROPITEM_TXT_017709	念力师森林精灵套装(男)
IDS_PROPITEM_TXT_017710	可以获得男性念力师的防具组。
IDS_PROPITEM_TXT_017711	骑士森林精灵套装(男)
IDS_PROPITEM_TXT_017712	可以获得男性骑士的防具组。
IDS_PROPITEM_TXT_017713	操偶师森林精灵套装(男)
IDS_PROPITEM_TXT_017714	可以获得男性操偶师的防具组。
IDS_PROPITEM_TXT_017715	研术者森林精灵套装(男)
IDS_PROPITEM_TXT_017716	可以获得男性研术者的防具组。
IDS_PROPITEM_TXT_017717	暗杀者森林精灵套装(男)
IDS_PROPITEM_TXT_017718	可以获得男性暗杀者的防具组。
IDS_PROPITEM_TXT_017719	爆咒师森林精灵套装(男)
IDS_PROPITEM_TXT_017720	可以获得男性爆咒师的防具组。
IDS_PROPITEM_TXT_017721	守护者森林精灵套装(女)
IDS_PROPITEM_TXT_017722	可以获得女性守护者的防具组。
IDS_PROPITEM_TXT_017723	浪人森林精灵套装(女)
IDS_PROPITEM_TXT_017724	可以获得女性浪人的防具组。
IDS_PROPITEM_TXT_017725	念力师森林精灵套装(女)
IDS_PROPITEM_TXT_017726	可以获得女性念力师的防具组。
IDS_PROPITEM_TXT_017727	骑士森林精灵套装(女)
IDS_PROPITEM_TXT_017728	可以获得女性骑士的防具组。
IDS_PROPITEM_TXT_017729	操偶师森林精灵套装(女)
IDS_PROPITEM_TXT_017730	可以获得女性操偶师的防具组。
IDS_PROPITEM_TXT_017731	研术者森林精灵套装(女)
IDS_PROPITEM_TXT_017732	可以获得女性研术者的防具组。
IDS_PROPITEM_TXT_017733	暗杀者森林精灵套装(女)
IDS_PROPITEM_TXT_017734	可以获得女性暗杀者的防具组。
IDS_PROPITEM_TXT_017735	爆咒师森林精灵套装(女)
IDS_PROPITEM_TXT_017736	可以获得女性爆咒师的防具组。
IDS_PROPITEM_TXT_017737	古代单手剑(N)
IDS_PROPITEM_TXT_017738	
IDS_PROPITEM_TXT_017739	古代双手剑(N)
IDS_PROPITEM_TXT_017740	
IDS_PROPITEM_TXT_017741	古代单手斧(N)
IDS_PROPITEM_TXT_017742	
IDS_PROPITEM_TXT_017743	古代双手斧(N)
IDS_PROPITEM_TXT_017744	
IDS_PROPITEM_TXT_017745	古代拳套(N)
IDS_PROPITEM_TXT_017746	
IDS_PROPITEM_TXT_017747	古代法棒(N)
IDS_PROPITEM_TXT_017748	
IDS_PROPITEM_TXT_017749	古代法杖(N)
IDS_PROPITEM_TXT_017750	
IDS_PROPITEM_TXT_017751	古代令牌(N)
IDS_PROPITEM_TXT_017752	
IDS_PROPITEM_TXT_017753	古代弓(N)
IDS_PROPITEM_TXT_017754	
IDS_PROPITEM_TXT_017755	古代溜刃(N)
IDS_PROPITEM_TXT_017756	
IDS_PROPITEM_TXT_017757	
IDS_PROPITEM_TXT_017758	
IDS_PROPITEM_TXT_017759	
IDS_PROPITEM_TXT_017760	
IDS_PROPITEM_TXT_017761	
IDS_PROPITEM_TXT_017762	
IDS_PROPITEM_TXT_017763	
IDS_PROPITEM_TXT_017764	
IDS_PROPITEM_TXT_017765	
IDS_PROPITEM_TXT_017766	
IDS_PROPITEM_TXT_017767	灵魂红宝石戒指(N)
IDS_PROPITEM_TXT_017768	
IDS_PROPITEM_TXT_017769	灵魂金刚石戒指(N)
IDS_PROPITEM_TXT_017770	
IDS_PROPITEM_TXT_017771	灵魂蓝宝石戒指(N)
IDS_PROPITEM_TXT_017772	
IDS_PROPITEM_TXT_017773	灵魂绿宝石戒指(N)
IDS_PROPITEM_TXT_017774	
IDS_PROPITEM_TXT_017775	灵魂的迪莫耳环(N)
IDS_PROPITEM_TXT_017776	
IDS_PROPITEM_TXT_017777	灵魂的普拉格耳环(N)
IDS_PROPITEM_TXT_017778	
IDS_PROPITEM_TXT_017779	灵魂的魔法耳环(N)
IDS_PROPITEM_TXT_017780	
IDS_PROPITEM_TXT_017781	灵魂的生长耳环(N)
IDS_PROPITEM_TXT_017782	
IDS_PROPITEM_TXT_017783	灵魂的钴文项链(N)
IDS_PROPITEM_TXT_017784	
IDS_PROPITEM_TXT_017785	灵魂的媚丹项链(N)
IDS_PROPITEM_TXT_017786	
IDS_PROPITEM_TXT_017787	灵魂的妃炫项链(N)
IDS_PROPITEM_TXT_017788	
IDS_PROPITEM_TXT_017789	灵魂的古媚丹项链(N)
IDS_PROPITEM_TXT_017790	
IDS_PROPITEM_TXT_017791	灵魂的饰品红宝石套装
IDS_PROPITEM_TXT_017792	可以获得灵魂的饰品红宝石套装。
IDS_PROPITEM_TXT_017793	灵魂的饰品金刚石套装
IDS_PROPITEM_TXT_017794	可以获得灵魂的饰品金刚石套装。
IDS_PROPITEM_TXT_017795	灵魂的饰品蓝宝石套装
IDS_PROPITEM_TXT_017796	可以获得灵魂的饰品蓝宝石套装。
IDS_PROPITEM_TXT_017797	灵魂的饰品绿宝石套装
IDS_PROPITEM_TXT_017798	可以获得灵魂的饰品绿宝石套装。
IDS_PROPITEM_TXT_017799	Lv15勇者宝箱
IDS_PROPITEM_TXT_017800	可以获得15等级才能配戴的勇者装备。
IDS_PROPITEM_TXT_017801	Lv15神职者宝箱
IDS_PROPITEM_TXT_017802	可以获得15等级才能配戴的神职者装备。
IDS_PROPITEM_TXT_017803	Lv15魔法师宝箱
IDS_PROPITEM_TXT_017804	可以获得15等级才能配戴的魔法师装备。
IDS_PROPITEM_TXT_017805	Lv15杂技员宝箱
IDS_PROPITEM_TXT_017806	可以获得15等级才能配戴的杂技员装备。
IDS_PROPITEM_TXT_017807	Lv60骑士宝箱
IDS_PROPITEM_TXT_017808	可以获得60等级才能配戴的骑士装备。
IDS_PROPITEM_TXT_017809	Lv60暗杀者宝箱
IDS_PROPITEM_TXT_017810	可以获得60等级才能配戴的暗杀者装备。
IDS_PROPITEM_TXT_017811	Lv60守护者宝箱
IDS_PROPITEM_TXT_017812	可以获得60等级才能配戴的守护者装备。
IDS_PROPITEM_TXT_017813	Lv60爆咒师宝箱
IDS_PROPITEM_TXT_017814	可以获得60等级才能配戴的爆咒师装备。
IDS_PROPITEM_TXT_017815	Lv60研术者宝箱
IDS_PROPITEM_TXT_017816	可以获得60等级才能配戴的研术者装备。
IDS_PROPITEM_TXT_017817	Lv60念力师宝箱
IDS_PROPITEM_TXT_017818	可以获得60等级才能配戴的念力师装备。
IDS_PROPITEM_TXT_017819	Lv60操偶师宝箱
IDS_PROPITEM_TXT_017820	可以获得60等级才能配戴的操偶师装备。
IDS_PROPITEM_TXT_017821	Lv60浪人宝箱
IDS_PROPITEM_TXT_017822	可以获得60等级才能配戴的浪人装备。
IDS_PROPITEM_TXT_017823	Lv105骑士宝箱
IDS_PROPITEM_TXT_017824	可以获得105等级才能配戴的骑士装备。
IDS_PROPITEM_TXT_017825	Lv105暗杀者宝箱
IDS_PROPITEM_TXT_017826	可以获得105等级才能配戴的暗杀者装备。
IDS_PROPITEM_TXT_017827	Lv105守护者宝箱
IDS_PROPITEM_TXT_017828	可以获得105等级才能配戴的守护者装备。
IDS_PROPITEM_TXT_017829	Lv105爆咒师宝箱
IDS_PROPITEM_TXT_017830	可以获得105等级才能配戴的爆咒师装备。
IDS_PROPITEM_TXT_017831	Lv105研术者宝箱
IDS_PROPITEM_TXT_017832	可以获得105等级才能配戴的研术者装备。
IDS_PROPITEM_TXT_017833	Lv105念力师宝箱
IDS_PROPITEM_TXT_017834	可以获得105等级才能配戴的念力师装备。
IDS_PROPITEM_TXT_017835	Lv105操偶师宝箱
IDS_PROPITEM_TXT_017836	可以获得105等级才能配戴的操偶师装备。
IDS_PROPITEM_TXT_017837	Lv105浪人宝箱
IDS_PROPITEM_TXT_017838	可以获得105等级才能配戴的浪人装备。
IDS_PROPITEM_TXT_017839	圣殿骑士宝箱
IDS_PROPITEM_TXT_017840	可以获得圣殿骑士装备。
IDS_PROPITEM_TXT_017841	暴风行者宝箱
IDS_PROPITEM_TXT_017842	可以获得暴风行者装备。
IDS_PROPITEM_TXT_017843	自然神使宝箱
IDS_PROPITEM_TXT_017844	可以获得自然神使装备。
IDS_PROPITEM_TXT_017845	格斗宗师宝箱
IDS_PROPITEM_TXT_017846	可以获得格斗宗师装备。
IDS_PROPITEM_TXT_017847	魔导士宝箱
IDS_PROPITEM_TXT_017848	可以获得魔导士装备。
IDS_PROPITEM_TXT_017849	心灵师宝箱
IDS_PROPITEM_TXT_017850	可以获得心灵师装备。
IDS_PROPITEM_TXT_017851	风之埋伏者宝箱
IDS_PROPITEM_TXT_017852	可以获得风之埋伏者装备。
IDS_PROPITEM_TXT_017853	爆裂射手宝箱
IDS_PROPITEM_TXT_017854	可以获得爆裂射手装备。
IDS_PROPITEM_TXT_017855	可爱木马 S
IDS_PROPITEM_TXT_017856	飞行速度快的神秘木马。
IDS_PROPITEM_TXT_017857	可爱木马
IDS_PROPITEM_TXT_017858	
IDS_PROPITEM_TXT_017859	决斗斗篷
IDS_PROPITEM_TXT_017860	
IDS_PROPITEM_TXT_017861	皇帝斗篷
IDS_PROPITEM_TXT_017862	
IDS_PROPITEM_TXT_017863	狩猎斗篷
IDS_PROPITEM_TXT_017864	
IDS_PROPITEM_TXT_017865	可爱防风镜
IDS_PROPITEM_TXT_017866	
IDS_PROPITEM_TXT_017867	30天 皇帝斗篷箱子
IDS_PROPITEM_TXT_017868	可获得使用时间为30天的皇帝斗篷。
IDS_PROPITEM_TXT_017869	30天 狩猎斗篷 箱子
IDS_PROPITEM_TXT_017870	可获得使用时间为30天的狩猎斗篷。
IDS_PROPITEM_TXT_017871	绿光箱子
IDS_PROPITEM_TXT_017872	可获得斗篷和时装等多种装备～
IDS_PROPITEM_TXT_017873	30天 勇猛斗篷箱子
IDS_PROPITEM_TXT_017874	可获得使用时间为30天的勇猛斗篷 。
IDS_PROPITEM_TXT_017875	很高兴遇见你的箱子
IDS_PROPITEM_TXT_017876	很高兴再次回归～！
IDS_PROPITEM_TXT_017877	欢迎光临箱子
IDS_PROPITEM_TXT_017878	欢迎大家～
IDS_PROPITEM_TXT_017879	梅塔欧尼克的翅膀
IDS_PROPITEM_TXT_017880	
IDS_PROPITEM_TXT_017881	可爱的梅塔欧尼克翅膀
IDS_PROPITEM_TXT_017882 	
IDS_PROPITEM_TXT_017883	
IDS_PROPITEM_TXT_017884	
IDS_PROPITEM_TXT_017885	
IDS_PROPITEM_TXT_017886	
IDS_PROPITEM_TXT_017887	猫咪面具
IDS_PROPITEM_TXT_017888
IDS_PROPITEM_TXT_017889	
IDS_PROPITEM_TXT_017890
IDS_PROPITEM_TXT_017891	星星宝箱 2016
IDS_PROPITEM_TXT_017892	
IDS_PROPITEM_TXT_017893	星星发箍 2016
IDS_PROPITEM_TXT_017894	
IDS_PROPITEM_TXT_017895	褐色浴衣帽
IDS_PROPITEM_TXT_017896		
