IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_013795	Schuhe und Kniestrümpfe mit klassischen Herzmotiven.
IDS_PROPITEM_TXT_013796	Valentine's Day Suit (F)
IDS_PROPITEM_TXT_013797	Ein süßes Trägerkleid mit dem klassischen Herzmuster. Man sagt, das Herz auf dem Halsband zeige einem die wahre Liebe.
IDS_PROPITEM_TXT_013798	Valentine's Day Hat (F)
IDS_PROPITEM_TXT_013799	Grünes Haar und ein kleiner Hut mit Armors Flügeln.
IDS_PROPITEM_TXT_013800	Valentine's Day Gloves (F)
IDS_PROPITEM_TXT_013801	Mit Herzen versehene Armbänder, die dir dabei helfen, deinen Liebsten in den Armen zu halten.
IDS_PROPITEM_TXT_013802	Valentine's Day Shoes (F)
IDS_PROPITEM_TXT_013803	Pinke Ballerinas mit Armors Flügeln und Bändern, die deine Beine schmücken.
IDS_PROPITEM_TXT_013804	Valentine's Day Set (M)
IDS_PROPITEM_TXT_013805	Ein adrettes Set, mit dem du deiner Liebsten imponieren kannst.
IDS_PROPITEM_TXT_013806	Valentine's Day Set (F)
IDS_PROPITEM_TXT_013807	Ein süßes Set, mit dem du deinem Liebsten imponieren kannst.
IDS_PROPITEM_TXT_013808	Historic Big Sword (30 Tage)
IDS_PROPITEM_TXT_013809	
IDS_PROPITEM_TXT_013810	Historic Ambidextrous Axe (30 Tage)
IDS_PROPITEM_TXT_013811	
IDS_PROPITEM_TXT_013812	Historic Sword (30 Tage)
IDS_PROPITEM_TXT_013813	
IDS_PROPITEM_TXT_013814	Historic Axe (30 Tage)
IDS_PROPITEM_TXT_013815	
IDS_PROPITEM_TXT_013816	Historic Staff (30 Tage)
IDS_PROPITEM_TXT_013817	
IDS_PROPITEM_TXT_013818	Historic Wand 30 Tage)
IDS_PROPITEM_TXT_013819	
IDS_PROPITEM_TXT_013820	Historic Yoyo (30 Tage)
IDS_PROPITEM_TXT_013821	
IDS_PROPITEM_TXT_013822	Historic Bow (30 Tage)
IDS_PROPITEM_TXT_013823	
IDS_PROPITEM_TXT_013824	Historic Knuckle (30 Tage)
IDS_PROPITEM_TXT_013825	
IDS_PROPITEM_TXT_013826	Historic Stick (30 Tage)
IDS_PROPITEM_TXT_013827	
IDS_PROPITEM_TXT_013828	Rescorn Helmet (M) (30 Tage)
IDS_PROPITEM_TXT_013829	
IDS_PROPITEM_TXT_013830	Rescorn Suit (M) (30 Tage)
IDS_PROPITEM_TXT_013831	
IDS_PROPITEM_TXT_013832	Rescorn Gauntlet (M) (30 Tage)
IDS_PROPITEM_TXT_013833	
IDS_PROPITEM_TXT_013834	Rescorn Boots (M) (30 Tage)
IDS_PROPITEM_TXT_013835	
IDS_PROPITEM_TXT_013836	Rescorn Helmet (F) (30 Tage)
IDS_PROPITEM_TXT_013837	
IDS_PROPITEM_TXT_013838	Rescorn Suit (F) (30 Tage)
IDS_PROPITEM_TXT_013839	
IDS_PROPITEM_TXT_013840	Rescorn Gauntlet (F) (30 Tage)
IDS_PROPITEM_TXT_013841	
IDS_PROPITEM_TXT_013842	Rescorn Boots (F) (30 Tage)
IDS_PROPITEM_TXT_013843	
IDS_PROPITEM_TXT_013844	Anis Helmet (M) (30 Tage)
IDS_PROPITEM_TXT_013845	
IDS_PROPITEM_TXT_013846	Anis Suit (M) (30 Tage)
IDS_PROPITEM_TXT_013847	
IDS_PROPITEM_TXT_013848	Anis Gauntlet (M) (30 Tage)
IDS_PROPITEM_TXT_013849	
IDS_PROPITEM_TXT_013850	Anis Boots (M) (30 Tage)
IDS_PROPITEM_TXT_013851	
IDS_PROPITEM_TXT_013852	Anis Helmet (F) (30 Tage)
IDS_PROPITEM_TXT_013853	
IDS_PROPITEM_TXT_013854	Anis Suit (F) (30 Tage)
IDS_PROPITEM_TXT_013855	
IDS_PROPITEM_TXT_013856	Anis Gauntlet (F) (30 Tage)
IDS_PROPITEM_TXT_013857	
IDS_PROPITEM_TXT_013858	Anis Boots (F) (30 Tage)
IDS_PROPITEM_TXT_013859	
IDS_PROPITEM_TXT_013860	Shurand Helmet (M) (30 Tage)
IDS_PROPITEM_TXT_013861	
IDS_PROPITEM_TXT_013862	Shurand Suit (M) (30 Tage)
IDS_PROPITEM_TXT_013863	
IDS_PROPITEM_TXT_013864	Shurand Gauntlet (M) (30 Tage)
IDS_PROPITEM_TXT_013865	
IDS_PROPITEM_TXT_013866	Shurand Boots (M) (30 Tage)
IDS_PROPITEM_TXT_013867	
IDS_PROPITEM_TXT_013868	Shurand Helmet (F) (30 Tage)
IDS_PROPITEM_TXT_013869	
IDS_PROPITEM_TXT_013870	Shurand Suit (F) (30 Tage)
IDS_PROPITEM_TXT_013871	
IDS_PROPITEM_TXT_013872	Shurand Gauntlet (F) (30 Tage)
IDS_PROPITEM_TXT_013873	
IDS_PROPITEM_TXT_013874	Shurand Boots (F) (30 Tage)
IDS_PROPITEM_TXT_013875	
IDS_PROPITEM_TXT_013876	Restron Helmet (M) (30 Tage)
IDS_PROPITEM_TXT_013877	
IDS_PROPITEM_TXT_013878	Restron Suit (M) (30 Tage)
IDS_PROPITEM_TXT_013879	
IDS_PROPITEM_TXT_013880	Restron Gauntlet (M) (30 Tage)
IDS_PROPITEM_TXT_013881	
IDS_PROPITEM_TXT_013882	Restron Boots (M) (30 Tage)
IDS_PROPITEM_TXT_013883	
IDS_PROPITEM_TXT_013884	Restron Helmet (F) (30 Tage)
IDS_PROPITEM_TXT_013885	
IDS_PROPITEM_TXT_013886	Restron Suit (F) (30 Tage)
IDS_PROPITEM_TXT_013887	
IDS_PROPITEM_TXT_013888	Restron Gauntlet (F) (30 Tage)
IDS_PROPITEM_TXT_013889	
IDS_PROPITEM_TXT_013890	Restron Boots (F) (30 Tage)
IDS_PROPITEM_TXT_013891	
IDS_PROPITEM_TXT_013892	Warpon Helmet (7 Tage)
IDS_PROPITEM_TXT_013893	
IDS_PROPITEM_TXT_013894	Warpon Suit (7 Tage)
IDS_PROPITEM_TXT_013895	
IDS_PROPITEM_TXT_013896	Warpon Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013897	
IDS_PROPITEM_TXT_013898	Warpon Boots (7 Tage)
IDS_PROPITEM_TXT_013899	
IDS_PROPITEM_TXT_013900	Warpon Helmet (7 Tage)
IDS_PROPITEM_TXT_013901	
IDS_PROPITEM_TXT_013902	Warpon Suit (7 Tage)
IDS_PROPITEM_TXT_013903	
IDS_PROPITEM_TXT_013904	Warpon Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013905	
IDS_PROPITEM_TXT_013906	Warpon Boots (7 Tage)
IDS_PROPITEM_TXT_013907	
IDS_PROPITEM_TXT_013908	Warpon Helmet (30 Tage)
IDS_PROPITEM_TXT_013909	
IDS_PROPITEM_TXT_013910	Warpon Suit (30 Tage)
IDS_PROPITEM_TXT_013911	
IDS_PROPITEM_TXT_013912	Warpon Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013913	
IDS_PROPITEM_TXT_013914	Warpon Boots (30 Tage)
IDS_PROPITEM_TXT_013915	
IDS_PROPITEM_TXT_013916	Warpon Helmet (30 Tage)
IDS_PROPITEM_TXT_013917	
IDS_PROPITEM_TXT_013918	Warpon Suit (30 Tage)
IDS_PROPITEM_TXT_013919	
IDS_PROPITEM_TXT_013920	Warpon Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013921	
IDS_PROPITEM_TXT_013922	Warpon Boots (30 Tage)
IDS_PROPITEM_TXT_013923	
IDS_PROPITEM_TXT_013924	Einy Helmet (7 Tage)
IDS_PROPITEM_TXT_013925	
IDS_PROPITEM_TXT_013926	Einy Suit (7 Tage)
IDS_PROPITEM_TXT_013927	
IDS_PROPITEM_TXT_013928	Einy Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013929	
IDS_PROPITEM_TXT_013930	Einy Boots (7 Tage)
IDS_PROPITEM_TXT_013931	
IDS_PROPITEM_TXT_013932	Einy Helmet (7 Tage)
IDS_PROPITEM_TXT_013933	
IDS_PROPITEM_TXT_013934	Einy Suit (7 Tage)
IDS_PROPITEM_TXT_013935	
IDS_PROPITEM_TXT_013936	Einy Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013937	
IDS_PROPITEM_TXT_013938	Einy Boots (7 Tage)
IDS_PROPITEM_TXT_013939	
IDS_PROPITEM_TXT_013940	Einy Helmet (30 Tage)
IDS_PROPITEM_TXT_013941	
IDS_PROPITEM_TXT_013942	Einy Suit (30 Tage)
IDS_PROPITEM_TXT_013943	
IDS_PROPITEM_TXT_013944	Einy Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013945	
IDS_PROPITEM_TXT_013946	Einy Boots (30 Tage)
IDS_PROPITEM_TXT_013947	
IDS_PROPITEM_TXT_013948	Einy Helmet (30 Tage)
IDS_PROPITEM_TXT_013949	
IDS_PROPITEM_TXT_013950	Einy Suit (30 Tage)
IDS_PROPITEM_TXT_013951	
IDS_PROPITEM_TXT_013952	Einy Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013953	
IDS_PROPITEM_TXT_013954	Einy Boots (30 Tage)
IDS_PROPITEM_TXT_013955	
IDS_PROPITEM_TXT_013956	Roshel Helmet (7 Tage)
IDS_PROPITEM_TXT_013957	
IDS_PROPITEM_TXT_013958	Roshel Suit (7 Tage)
IDS_PROPITEM_TXT_013959	
IDS_PROPITEM_TXT_013960	Roshel Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013961	
IDS_PROPITEM_TXT_013962	Roshel Boots (7 Tage)
IDS_PROPITEM_TXT_013963	
IDS_PROPITEM_TXT_013964	Roshel Helmet (7 Tage)
IDS_PROPITEM_TXT_013965	
IDS_PROPITEM_TXT_013966	Roshel Suit (7 Tage)
IDS_PROPITEM_TXT_013967	
IDS_PROPITEM_TXT_013968	Roshel Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013969	
IDS_PROPITEM_TXT_013970	Roshel Boots (7 Tage)
IDS_PROPITEM_TXT_013971	
IDS_PROPITEM_TXT_013972	Roshel Helmet (30 Tage)
IDS_PROPITEM_TXT_013973	
IDS_PROPITEM_TXT_013974	Roshel Suit (30 Tage)
IDS_PROPITEM_TXT_013975	
IDS_PROPITEM_TXT_013976	Roshel Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013977	
IDS_PROPITEM_TXT_013978	Roshel Boots (30 Tage)
IDS_PROPITEM_TXT_013979	
IDS_PROPITEM_TXT_013980	Roshel Helmet (30 Tage)
IDS_PROPITEM_TXT_013981	
IDS_PROPITEM_TXT_013982	Roshel Suit (30 Tage)
IDS_PROPITEM_TXT_013983	
IDS_PROPITEM_TXT_013984	Roshel Gauntlet (30 Tage)
IDS_PROPITEM_TXT_013985	
IDS_PROPITEM_TXT_013986	Roshel Boots (30 Tage)
IDS_PROPITEM_TXT_013987	
IDS_PROPITEM_TXT_013988	Myuran Helmet (7 Tage)
IDS_PROPITEM_TXT_013989	
IDS_PROPITEM_TXT_013990	Myuran Suit (7 Tage)
IDS_PROPITEM_TXT_013991	
IDS_PROPITEM_TXT_013992	Myuran Gauntlet (7 Tage)
IDS_PROPITEM_TXT_013993	
IDS_PROPITEM_TXT_013994	Myuran Boots (7 Tage)
IDS_PROPITEM_TXT_013995	
IDS_PROPITEM_TXT_013996	Myuran Helmet (7 Tage)
IDS_PROPITEM_TXT_013997	
IDS_PROPITEM_TXT_013998	Myuran Suit (7 Tage)
IDS_PROPITEM_TXT_013999	
IDS_PROPITEM_TXT_014000	Myuran Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014001	
IDS_PROPITEM_TXT_014002	Myuran Boots (7 Tage)
IDS_PROPITEM_TXT_014003	
IDS_PROPITEM_TXT_014004	Myuran Helmet (30 Tage)
IDS_PROPITEM_TXT_014005	
IDS_PROPITEM_TXT_014006	Myuran Suit (30 Tage)
IDS_PROPITEM_TXT_014007	
IDS_PROPITEM_TXT_014008	Myuran Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014009	
IDS_PROPITEM_TXT_014010	Myuran Boots (30 Tage)
IDS_PROPITEM_TXT_014011	
IDS_PROPITEM_TXT_014012	Myuran Helmet (30 Tage)
IDS_PROPITEM_TXT_014013	
IDS_PROPITEM_TXT_014014	Myuran Suit (30 Tage)
IDS_PROPITEM_TXT_014015	
IDS_PROPITEM_TXT_014016	Myuran Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014017	
IDS_PROPITEM_TXT_014018	Myuran Boots (30 Tage)
IDS_PROPITEM_TXT_014019	
IDS_PROPITEM_TXT_014020	Alext Helmet (7 Tage)
IDS_PROPITEM_TXT_014021	
IDS_PROPITEM_TXT_014022	Alext Suit (7 Tage)
IDS_PROPITEM_TXT_014023	
IDS_PROPITEM_TXT_014024	Alext Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014025	
IDS_PROPITEM_TXT_014026	Alext Boots (7 Tage)
IDS_PROPITEM_TXT_014027	
IDS_PROPITEM_TXT_014028	Alext Helmet (7 Tage)
IDS_PROPITEM_TXT_014029	
IDS_PROPITEM_TXT_014030	Alext Suit (7 Tage)
IDS_PROPITEM_TXT_014031	
IDS_PROPITEM_TXT_014032	Alext Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014033	
IDS_PROPITEM_TXT_014034	Alext Boots (7 Tage)
IDS_PROPITEM_TXT_014035	
IDS_PROPITEM_TXT_014036	Alext Helmet (30 Tage)
IDS_PROPITEM_TXT_014037	
IDS_PROPITEM_TXT_014038	Alext Suit (30 Tage)
IDS_PROPITEM_TXT_014039	
IDS_PROPITEM_TXT_014040	Alext Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014041	
IDS_PROPITEM_TXT_014042	Alext Boots (30 Tage)
IDS_PROPITEM_TXT_014043	
IDS_PROPITEM_TXT_014044	Alext Helmet (30 Tage)
IDS_PROPITEM_TXT_014045	
IDS_PROPITEM_TXT_014046	Alext Suit (30 Tage)
IDS_PROPITEM_TXT_014047	
IDS_PROPITEM_TXT_014048	Alext Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014049	
IDS_PROPITEM_TXT_014050	Alext Boots (30 Tage)
IDS_PROPITEM_TXT_014051	
IDS_PROPITEM_TXT_014052	Paxt Helmet (7 Tage)
IDS_PROPITEM_TXT_014053	
IDS_PROPITEM_TXT_014054	Paxt Suit (7 Tage)
IDS_PROPITEM_TXT_014055	
IDS_PROPITEM_TXT_014056	Paxt Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014057	
IDS_PROPITEM_TXT_014058	Paxt Boots (7 Tage)
IDS_PROPITEM_TXT_014059	
IDS_PROPITEM_TXT_014060	Paxt Helmet (7 Tage)
IDS_PROPITEM_TXT_014061	
IDS_PROPITEM_TXT_014062	Paxt Suit (7 Tage)
IDS_PROPITEM_TXT_014063	
IDS_PROPITEM_TXT_014064	Paxt Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014065	
IDS_PROPITEM_TXT_014066	Paxt Boots (7 Tage)
IDS_PROPITEM_TXT_014067	
IDS_PROPITEM_TXT_014068	Paxt Helmet (30 Tage)
IDS_PROPITEM_TXT_014069	
IDS_PROPITEM_TXT_014070	Paxt Suit (30 Tage)
IDS_PROPITEM_TXT_014071	
IDS_PROPITEM_TXT_014072	Paxt Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014073	
IDS_PROPITEM_TXT_014074	Paxt Boots (30 Tage)
IDS_PROPITEM_TXT_014075	
IDS_PROPITEM_TXT_014076	Paxt Helmet (30 Tage)
IDS_PROPITEM_TXT_014077	
IDS_PROPITEM_TXT_014078	Paxt Suit (30 Tage)
IDS_PROPITEM_TXT_014079	
IDS_PROPITEM_TXT_014080	Paxt Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014081	
IDS_PROPITEM_TXT_014082	Paxt Boots (30 Tage)
IDS_PROPITEM_TXT_014083	
IDS_PROPITEM_TXT_014084	Katria Helmet (7 Tage)
IDS_PROPITEM_TXT_014085	
IDS_PROPITEM_TXT_014086	Katria Suit (7 Tage)
IDS_PROPITEM_TXT_014087	
IDS_PROPITEM_TXT_014088	Katria Guantlet (7 Tage)
IDS_PROPITEM_TXT_014089	
IDS_PROPITEM_TXT_014090	Katria Boots (7 Tage)
IDS_PROPITEM_TXT_014091	
IDS_PROPITEM_TXT_014092	Katria Helmet (7 Tage)
IDS_PROPITEM_TXT_014093	
IDS_PROPITEM_TXT_014094	Katria Suit (7 Tage)
IDS_PROPITEM_TXT_014095	
IDS_PROPITEM_TXT_014096	Katria Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014097	
IDS_PROPITEM_TXT_014098	Katria Boots (7 Tage)
IDS_PROPITEM_TXT_014099	
IDS_PROPITEM_TXT_014100	Katria Helmet (30 Tage)
IDS_PROPITEM_TXT_014101	
IDS_PROPITEM_TXT_014102	Katria Suit (30 Tage)
IDS_PROPITEM_TXT_014103	
IDS_PROPITEM_TXT_014104	Katria Guantlet (30 Tage)
IDS_PROPITEM_TXT_014105	
IDS_PROPITEM_TXT_014106	Katria Boots (30 Tage)
IDS_PROPITEM_TXT_014107	
IDS_PROPITEM_TXT_014108	Katria Helmet (30 Tage)
IDS_PROPITEM_TXT_014109	
IDS_PROPITEM_TXT_014110	Katria Suit (30 Tage)
IDS_PROPITEM_TXT_014111	
IDS_PROPITEM_TXT_014112	Katria Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014113	
IDS_PROPITEM_TXT_014114	Katria Boots (30 Tage)
IDS_PROPITEM_TXT_014115	
IDS_PROPITEM_TXT_014116	Okas Helmet (7 Tage)
IDS_PROPITEM_TXT_014117	
IDS_PROPITEM_TXT_014118	Okas Suit (7 Tage)
IDS_PROPITEM_TXT_014119	
IDS_PROPITEM_TXT_014120	Okas Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014121	
IDS_PROPITEM_TXT_014122	Okas Boots (7 Tage)
IDS_PROPITEM_TXT_014123	
IDS_PROPITEM_TXT_014124	Okas Helmet (7 Tage)
IDS_PROPITEM_TXT_014125	
IDS_PROPITEM_TXT_014126	Okas Suit (7 Tage)
IDS_PROPITEM_TXT_014127	
IDS_PROPITEM_TXT_014128	Okas Gauntlet (7 Tage)
IDS_PROPITEM_TXT_014129	
IDS_PROPITEM_TXT_014130	Okas Boots (7 Tage)
IDS_PROPITEM_TXT_014131	
IDS_PROPITEM_TXT_014132	Okas Helmet (30 Tage)
IDS_PROPITEM_TXT_014133	
IDS_PROPITEM_TXT_014134	Okas Suit (30 Tage)
IDS_PROPITEM_TXT_014135	
IDS_PROPITEM_TXT_014136	Okas Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014137	
IDS_PROPITEM_TXT_014138	Okas Boots (30 Tage)
IDS_PROPITEM_TXT_014139	
IDS_PROPITEM_TXT_014140	Okas Helmet (30 Tage)
IDS_PROPITEM_TXT_014141	
IDS_PROPITEM_TXT_014142	Okas Suit (30 Tage)
IDS_PROPITEM_TXT_014143	
IDS_PROPITEM_TXT_014144	Okas Gauntlet (30 Tage)
IDS_PROPITEM_TXT_014145	
IDS_PROPITEM_TXT_014146	Okas Boots (30 Tage)
IDS_PROPITEM_TXT_014147	
IDS_PROPITEM_TXT_014148	GM Mire's Lucky Beads Box
IDS_PROPITEM_TXT_014149	
IDS_PROPITEM_TXT_014150	Dark Shade Set (M) (7 Tage)
IDS_PROPITEM_TXT_014151	Das finstere Set der Shade für Männer. Wer es trägt, hinterlässt einen Pfad der Verwüstung. Hält 7 Tage.
IDS_PROPITEM_TXT_014152	Dark Shade Set (F) (7 Tage)
IDS_PROPITEM_TXT_014153	Das finstere Set der Shade für Frauen. Wer es trägt, hinterlässt einen Pfad der Verwüstung. Hält 7 Tage.
IDS_PROPITEM_TXT_014154	Holy Rhisis Set (M) (7 Tage)
IDS_PROPITEM_TXT_014155	Das strahlende Set der Rhisis für Männer. Wer es trägt, bringt Wärme und Hoffnung. Hält 7 Tage.
IDS_PROPITEM_TXT_014156	Holy Rhisis Set (F) (7 Tage)
IDS_PROPITEM_TXT_014157	Das strahlende Set der Rhisis für Frauen. Wer es trägt, bringt Wärme und Hoffnung. Hält 7 Tage.
IDS_PROPITEM_TXT_014158	Prophecy Light Wings (7 Tage)
IDS_PROPITEM_TXT_014159	Die heiligen Flügel der Rhisis. Höchstgeschwindigkeit: 269 km/h. Die Flügel halten 7 Tage.
IDS_PROPITEM_TXT_014160	Prophecy Dark Wings (7 Tage)
IDS_PROPITEM_TXT_014161	Die finsteren Flügel der Shade. Höchstgeschwindigkeit: 269 km/h. Die Flügel halten 7 Tage.
IDS_PROPITEM_TXT_014162	Piyoco Random Box
IDS_PROPITEM_TXT_014163	Mit dieser Box hast du die Chance auf ein Piyoco, einem von zwei Buffpets oder einer Auswahl an nützlichen CS-Items.
IDS_PROPITEM_TXT_014164	Snowflake
IDS_PROPITEM_TXT_014165	
IDS_PROPITEM_TXT_014166	General Teleport Map
IDS_PROPITEM_TXT_014167	Mit diesem Gegenstand kannst du dich an bestimmte Orte in Madrigal teleportieren. Jede Anwendung verbraucht eine Map.
IDS_PROPITEM_TXT_014168	Premium Teleport Map
IDS_PROPITEM_TXT_014169	Mit diesem Gegenstand kannst du dich an bestimmte Orte in Madrigal teleportieren.
IDS_PROPITEM_TXT_014170	Samba Suit (M)
IDS_PROPITEM_TXT_014171	Ein cooles Sambakostüm, dass mit den Federn von Giant Luias geschmückt ist.
IDS_PROPITEM_TXT_014172	Samba Hat (M)
IDS_PROPITEM_TXT_014173	Ein riesiger, mit Smaragden besetzter Kopfschmuck, der mit den grünen Federn eines Giant Luia geschmückt ist.
IDS_PROPITEM_TXT_014174	Samba Gloves (M)
IDS_PROPITEM_TXT_014175	Goldene Armreife mit Armbändern im Stil des Sambasets.
IDS_PROPITEM_TXT_014176	Samba Shoes (M)
IDS_PROPITEM_TXT_014177	Bequeme Sandalen, mit denen man die ganze Nacht lang tanzen kann.
IDS_PROPITEM_TXT_014178	Samba Suit (F)
IDS_PROPITEM_TXT_014179	Ein cooles Sambakostüm, dass mit gefärbten Luiafedern geschmückt ist.
IDS_PROPITEM_TXT_014180	Samba Hat (F)
IDS_PROPITEM_TXT_014181	Ein prächtiger Federkopfschmuck.
IDS_PROPITEM_TXT_014182	Samba Gloves (F)
IDS_PROPITEM_TXT_014183	Armreife im Stil des Sambasets.
IDS_PROPITEM_TXT_014184	Samba Shoes (F)
IDS_PROPITEM_TXT_014185	Ein paar geschmückte Stöckelschuhe. Wer in diesen Schuhen tanzen will, muss vorher viel trainieren.
IDS_PROPITEM_TXT_014186	Samba Set (M)
IDS_PROPITEM_TXT_014187	Ein brasilianisches Sambaset in den Farben Grün, Gold und Schwarz.
IDS_PROPITEM_TXT_014188	Samba Set (F)
IDS_PROPITEM_TXT_014189	Ein brasilianisches Sambaset in den Farben Pink und Blau.
IDS_PROPITEM_TXT_014190	Meteo Bike Lucky Box
IDS_PROPITEM_TXT_014191	Mit dieser Box hast du die Chance auf ein Meteo Bike (Red) oder eine Auswahl an nützlichen CS-Scrolls.
IDS_PROPITEM_TXT_014192	Piece of Plastic
IDS_PROPITEM_TXT_014193	Quest Item für das White Day Event.
IDS_PROPITEM_TXT_014194	Soft Petal
IDS_PROPITEM_TXT_014195	Quest Item für das White Day Event.
IDS_PROPITEM_TXT_014196	Magical Skein
IDS_PROPITEM_TXT_014197	Quest Item für das White Day Event.
IDS_PROPITEM_TXT_014198	Tint
IDS_PROPITEM_TXT_014199	Quest Item für das White Day Event.
IDS_PROPITEM_TXT_014200	Fackel (1 Tag)
IDS_PROPITEM_TXT_014201	Diese Fackel deckt die Karten von Instanzen und Dungeons auf. (1 Tag)
IDS_PROPITEM_TXT_014202	Fackel (7 Tage)
IDS_PROPITEM_TXT_014203	Diese Fackel deckt die Karten von Instanzen und Dungeons auf. (7 Tage)
IDS_PROPITEM_TXT_014204	Scroll of Costume Protect
IDS_PROPITEM_TXT_014205	Diese Rolle beschützt Kostüme davor, beim Kombinieren zerstört zu werden.
IDS_PROPITEM_TXT_014206	Super Party Box
IDS_PROPITEM_TXT_014207	Diese box enthält jeweils eine Scroll of Party EXP (15 Tage), Scroll of Party Skill (15 Tage), Full Party Skill (15 Tage), Full Shout (15 Tage), Scroll of Experience ES (S) und ein Summon of Party Leader.
IDS_PROPITEM_TXT_014208	Scroll of Experience X (7 Tage)
IDS_PROPITEM_TXT_014209	Du erhältst 100% mehr EXP für 7 Tage.
IDS_PROPITEM_TXT_014210	Scroll of Experience X (30 Tage)
IDS_PROPITEM_TXT_014211	Du erhältst 100% mehr EXP für 30 Tage.
IDS_PROPITEM_TXT_014212	Scroll of Experience Ultra (7 Tage)
IDS_PROPITEM_TXT_014213	Du erhältst 200% mehr EXP für 7 Tage.
IDS_PROPITEM_TXT_014214	Scroll of Experience Ultra (30 Tage)
IDS_PROPITEM_TXT_014215	EXP 200% increase for 30 Tage.
IDS_PROPITEM_TXT_014216	Imperial Hat (M)
IDS_PROPITEM_TXT_014217	
IDS_PROPITEM_TXT_014218	Imperial Gloves (M)
IDS_PROPITEM_TXT_014219	
IDS_PROPITEM_TXT_014220	Imperial Shoes (M)
IDS_PROPITEM_TXT_014221	
IDS_PROPITEM_TXT_014222	Imperial Cloth (M)
IDS_PROPITEM_TXT_014223	
IDS_PROPITEM_TXT_014224	Imperial Hat (F)
IDS_PROPITEM_TXT_014225	
IDS_PROPITEM_TXT_014226	Imperial Gloves (F)
IDS_PROPITEM_TXT_014227	
IDS_PROPITEM_TXT_014228	Imperial Shoes (F)
IDS_PROPITEM_TXT_014229	
IDS_PROPITEM_TXT_014230	Imperial Cloth (F)
IDS_PROPITEM_TXT_014231	
IDS_PROPITEM_TXT_014232	Imperial Cloak
IDS_PROPITEM_TXT_014233	
IDS_PROPITEM_TXT_014234	Imperial Fashion Set (M)
IDS_PROPITEM_TXT_014235	Diese Box enthält ein Kostüm für den Mann, sowie einen Imperial Cloak.
IDS_PROPITEM_TXT_014236	Imperial Fashion Set (F)
IDS_PROPITEM_TXT_014237	Diese Box enthält ein Kostüm für die Frau, sowie einen Imperial Cloak.
IDS_PROPITEM_TXT_014238	Eros' Letter
IDS_PROPITEM_TXT_014239	Ein Brief von Eros an Eris. Bringe ihn zu Eris.
IDS_PROPITEM_TXT_014240	Black Ribbon
IDS_PROPITEM_TXT_014241	Ein Geschenk von Eros. Bringe es zu Eris.
IDS_PROPITEM_TXT_014242	Lucky Box (Cloak of Bravery)
IDS_PROPITEM_TXT_014243	Mit dieser Box hast du die Chance auf einen Cloak of Bravery, sowie auf nützliche CS-Gegenstände.
IDS_PROPITEM_TXT_014244	Forest Fairy Suit (F)
IDS_PROPITEM_TXT_014245	Ein sommerliches Feenkleid.
IDS_PROPITEM_TXT_014246	Forest Fairy Hat (F)
IDS_PROPITEM_TXT_014247	Blondes Haar, dass mit einem Blatt geschmückt ist.
IDS_PROPITEM_TXT_014248	Forest Fairy Gloves (F)
IDS_PROPITEM_TXT_014249	Aus Blättern gefertigter Schmuck für die rechte Hand.
IDS_PROPITEM_TXT_014250	Forest Fairy Shoes (F)
IDS_PROPITEM_TXT_014251	Fußschmuck im Stil einer Waldfee.
IDS_PROPITEM_TXT_014252	Flower Fairy Suit (F)
IDS_PROPITEM_TXT_014253	Ein sommerliches Feenkleid in Pink.
IDS_PROPITEM_TXT_014254	Flower Fairy Hat (F)
IDS_PROPITEM_TXT_014255	Blondes Haar, dass mit einer Blume geschmückt ist.
IDS_PROPITEM_TXT_014256	Flower Fairy Glove (F)
IDS_PROPITEM_TXT_014257	Eine schöne Blume, die die rechte Hand ziert.
IDS_PROPITEM_TXT_014258	Flower Fairy Shoe (F)
IDS_PROPITEM_TXT_014259	Pinke Blumen, die die Füße schmücken.
IDS_PROPITEM_TXT_014260	Forest Fairy Set (F)
